"Accession","Min_1","Min_2","Gene","Protein"
"Q03713",2.46132907983845e-06,2.12358128466143e-06,"YML030W","RCF1"
"Q03723",1.13359562457106e-05,9.37863176756158e-06,"YML019W","OST6"
"Q03730",2.53552891499105e-05,2.10199065417419e-05,"YML018C","YML018C"
"Q03735",7.24535651148956e-06,6.78290498318893e-06,"YML117W","NAB6"
"Q03750",2.00497640851814e-06,1.88043666027056e-06,"YML114C","TAF8"
"Q03758",3.23020755941813e-07,3.5226780710184e-07,"YML111W","BUL2"
"Q03761",3.2868776146305e-05,3.27376700923542e-05,"YDR145W","TAF12"
"Q03764",7.09477834054684e-06,5.46140567484277e-06,"YDR147W","EKI1"
"Q03768",3.83361976182531e-06,3.33332381082746e-06,"YDR152W","GIR2"
"Q03769",2.75737765473013e-05,2.51827985828029e-05,"YDR153C","ENT5"
"Q03771",1.57413267022933e-05,1.26885421517307e-05,"YDR161W","ACL4"
"Q03774",1.93447020855164e-05,1.67940239253063e-05,"YDR165W","TRM82"
"Q03776",1.05572900244804e-05,7.91860473324607e-06,"YDR235W","PRP42"
"Q03778",5.73171985520236e-06,4.74541684109503e-06,"YDR236C","FMN1"
"Q03782",7.22514258751552e-06,6.37294280637854e-06,"YDR240C","SNU56"
"Q03786",2.75523378856111e-06,2.37208634692132e-06,"YDR248C","YDR248C"
"Q03790",1.0467680163162e-06,1.20404382084189e-06,"YMR153W","NUP53"
"Q03798",2.3643755136045e-05,1.88257325768788e-05,"YMR157C","AIM36"
"Q03799",2.79805002983414e-05,2.69260217438151e-05,"YMR158W","MRPS8"
"Q03818",2.4620018491197e-07,2.35461849330232e-07,"YMR159C","ATG16"
"Q03823",3.64430303702192e-06,3.34647955418937e-06,"YMR160W","YMR160W"
"Q03829",2.37686644491336e-06,2.30563056453423e-06,"YMR166C","YMR166C"
"Q03834",3.89473349562142e-05,3.21679327463434e-05,"YDR097C","MSH6"
"Q03835",4.34007597481193e-06,4.18617889964212e-06,"YDR098C","GRX3"
"Q03860",1.15661287533975e-05,9.21226397246615e-06,"YDR100W","TVP15"
"Q03862",0.000365055428904601,0.000337900718567469,"YDR101C","ARX1"
"Q03921",8.689658778841e-05,7.03372054937752e-05,"YDR141C","DOP1"
"Q03940",0.000199628489322255,0.000165418112768604,"YDR190C","RVB1"
"Q03941",2.2322752945131e-06,1.99113822873454e-06,"YDR196C","CAB5"
"Q03942",1.5807128364227e-05,1.18849598832191e-05,"YDR198C","RKM2"
"Q03954",1.02320867345132e-06,8.99554392261165e-07,"YDR201W","SPC19"
"Q03957",5.5563835338704e-06,5.54630184121058e-06,"YKL139W","CTK1"
"Q03973",9.66632404759823e-05,0.000109711919509633,"YDR174W","HMO1"
"Q03976",2.32757557526902e-05,2.15247576189168e-05,"YDR175C","RSM24"
"Q04002",1.84160855095827e-05,1.40523656840205e-05,"YDR180W","SCC2"
"Q04013",0.000944314696168323,0.000946566117568271,"YMR241W","YHM2"
"Q04031",1.77179461387294e-06,1.82280875529491e-06,"YDR412W","RRP17"
"Q04033",1.02086978666609e-06,7.7657929671979e-07,"YDR415C","YDR415C"
"Q04048",1.25428505697417e-05,1.09682730316182e-05,"YDR416W","SYF1"
"Q04052",8.65405973613951e-07,7.07355429525907e-07,"YDR421W","ARO80"
"Q04053",1.40775484494129e-06,1.08895538303131e-06,"YDR425W","SNX41"
"Q04062",0.000457363504261435,0.000395913347609967,"YDR427W","RPN9"
"Q04066",1.1612981903553e-05,1.03573664424547e-05,"YDR428C","BNA7"
"Q04067",0.000227045839514673,0.000311600876967491,"YDR429C","TIF35"
"Q04080",5.04743699386805e-05,3.85293593571608e-05,"YDR434W","GPI17"
"Q04081",1.84856404947841e-05,2.00198079281347e-05,"YDR435C","PPM1"
"Q04093",3.13792492169852e-06,3.53540186682922e-06,"YDR444W","YDR444W"
"Q04119",1.5460730419022e-05,1.38855170104125e-05,"YDR452W","PPN1"
"Q04120",2.21455286780571e-07,2.40599150597054e-07,"YDR453C","TSA2"
"Q04149",6.96429500682162e-07,5.72206027963249e-07,"YDR386W","MUS81"
"Q04170",2.92404863894012e-06,1.86576941025852e-06,"YDR391C","YDR391C"
"Q04172",7.58577893638157e-06,6.3454486912756e-06,"YDR393W","SHE9"
"Q04175",0.000184347258083215,0.000135970881574617,"YDR395W","SXM1"
"Q04177",5.0091571478435e-05,4.78919234577663e-05,"YDR398W","UTP5"
"Q04178",2.49456430728801e-05,2.02954437174622e-05,"YDR399W","HPT1"
"Q04183",9.71131845661971e-06,7.97141389180595e-06,"YDR407C","TRS120"
"Q04195",8.67416258745055e-07,8.44248238257272e-07,"YDR409W","SIZ1"
"Q04199",2.47077228596333e-06,3.06483407902418e-06,"YML102W","CAC2"
"Q04212",4.28244922548526e-05,3.33390585173758e-05,"YMR041C","ARA2"
"Q04217",4.70211616768523e-05,4.30574959950379e-05,"YMR128W","ECM16"
"Q04223",6.83358594905626e-07,4.62505076239246e-07,"YMR130W","YMR130W"
"Q04225",3.93178128583304e-06,5.0789208935657e-06,"YMR131C","RRB1"
"Q04226",1.12256547385323e-05,8.09854447990553e-06,"YML015C","TAF11"
"Q04228",1.45245572648359e-05,1.42483054365868e-05,"YML013W","UBX2"
"Q04231",2.31381566752789e-06,1.80362709271908e-06,"YML011C","RAD33"
"Q04233",2.98456704186746e-06,2.8465824181714e-06,"YML006C","GIS4"
"Q04264",5.42541469472818e-05,4.2978554839989e-05,"YMR076C","PDS5"
"Q04279",3.45169727159142e-06,3.97931488255653e-06,"YMR086W","SEG1"
"Q04301",2.57929471802493e-05,2.08685040111447e-05,"YMR088C","VBA1"
"Q04305",2.3901207561552e-05,2.00004407979984e-05,"YMR093W","UTP15"
"Q04311",4.05912050164643e-06,4.4592833775489e-06,"YDR049W","VMS1"
"Q04322",3.72662777246121e-06,3.03193483491086e-06,"YMR192W","GYL1"
"Q04336",2.00390410008144e-05,1.82496215448658e-05,"YMR196W","YMR196W"
"Q04338",1.04370883975467e-05,8.21355801566277e-06,"YMR197C","VTI1"
"Q04341",2.52114530818081e-05,2.12334593054348e-05,"YDR031W","MIX14"
"Q04344",4.19050679429134e-05,4.86307813977242e-05,"YDL125C","HNT1"
"Q04347",7.65573051684685e-06,7.1292825493946e-06,"YMR014W","BUD22"
"Q04371",9.03658513861787e-05,8.1835269335963e-05,"YMR027W","YMR027W"
"Q04372",1.73992614552481e-06,1.44855967201743e-06,"YMR028W","TAP42"
"Q04373",0.000332401842261891,0.000252294481957928,"YDR496C","PUF6"
"Q04401",2.09152472454783e-05,1.97045807738274e-05,"YDR511W","SDH7"
"Q04406",5.01089655008265e-06,6.10658925527723e-06,"YDR512C","EMI1"
"Q04408",1.02506609952498e-05,8.50573297928025e-06,"YDR514C","YDR514C"
"Q04409",3.01670761094753e-05,2.83911461423614e-05,"YDR516C","EMI2"
"Q04410",1.77795618764213e-05,1.65764923067312e-05,"YDR517W","GRH1"
"Q04418",8.87201968174939e-06,8.84156629475391e-06,"YDR527W","RBA50"
"Q04430",2.59391606939322e-05,2.59936918200422e-05,"YDR531W","CAB1"
"Q04431",2.96161116808653e-06,2.70789522714504e-06,"YDR532C","KRE28"
"Q04437",1.3999378953867e-06,1.21056849292534e-06,"YMR106C","YKU80"
"Q04439",7.86205216517361e-05,7.48101823473906e-05,"YMR109W","MYO5"
"Q04458",7.50331755558415e-05,6.65915183742727e-05,"YMR110C","HFD1"
"Q04472",2.24873667798839e-05,1.87195009366353e-05,"YMR115W","MGR3"
"Q04489",1.49168701972702e-05,1.33380299517073e-05,"YML096W","YML096W"
"Q04491",0.000107161720871977,0.000118877122034541,"YLR208W","SEC13"
"Q04493",4.46579062568122e-05,6.62451581164415e-05,"YML094W","GIM5"
"Q04500",9.8846283804958e-07,8.29690127619902e-07,"YML093W","UTP14"
"Q04511",9.778208500891e-07,7.5910619309988e-07,"YML088W","UFO1"
"Q04533",1.58860079653349e-05,1.77891952781318e-05,"YML082W","YML082W"
"Q04545",3.77892421273322e-06,3.03873272699418e-06,"YML081W","TDA9"
"Q04562",5.01744353955948e-06,3.9114728944299e-06,"YDR107C","TMN2"
"Q04585",7.43092857533635e-06,7.02845117032898e-06,"YDR109C","YDR109C"
"Q04599",4.98441926016157e-05,5.25188127702596e-05,"YDR116C","MRPL1"
"Q04600",2.27673591418329e-05,2.52862255388721e-05,"YDR117C","TMA64"
"Q04601",3.19630751575318e-06,2.70102290941164e-06,"YDR118W","APC4"
"Q04602",9.85871486874991e-06,9.33770589835923e-06,"YDR119W","VBA4"
"Q04603",1.84971427477389e-05,1.44440951486675e-05,"YDR121W","DPB4"
"Q04632",1.00458936719062e-05,9.74450409545741e-06,"YML071C","COG8"
"Q04636",4.10754242589026e-05,4.56785051353565e-05,"YML069W","POB3"
"Q04651",1.80000097265878e-06,1.55908705889671e-06,"YML067C","ERV41"
"Q04660",0.000118290329835387,0.000126798137885204,"YMR049C","ERB1"
"Q04673",9.14257485905097e-06,8.5056535468917e-06,"YLR005W","SSL1"
"Q04689",1.26342271597176e-06,1.38788947869896e-06,"YML050W","AIM32"
"Q04693",1.8973725256257e-05,1.85553102820387e-05,"YML049C","RSE1"
"Q04697",0.000392933781771182,0.000325728394796548,"YML048W","GSF2"
"Q04728",0.000753427458503143,0.000617585960178724,"YMR062C","ARG7"
"Q04740",2.08527686910782e-07,1.78992359399473e-07,"YMR234W","RNH1"
"Q04748",8.80482192389375e-06,8.47576549096662e-06,"YMR066W","SOV1"
"Q04767",3.95042688121758e-06,3.12510193491381e-06,"YMR071C","TVP18"
"Q04772",8.62866425045762e-06,9.21323466904642e-06,"YMR073C","IRC21"
"Q04773",2.46259173136154e-05,1.97407727563138e-05,"YMR074C","YMR074C"
"Q04781",3.4962182923356e-05,2.59732016397025e-05,"YMR247C","RKR1"
"Q04792",2.08402357507079e-06,2.24524382145526e-06,"YMR250W","GAD1"
"Q04835",3.35219710437952e-07,2.90297313061891e-07,"YMR253C","YMR253C"
"Q04847",2.67517024175556e-06,3.09458756148824e-06,"YMR258C","ROY1"
"Q04868",8.58315304682467e-07,6.73540964498477e-07,"YMR312W","ELP6"
"Q04869",0.000121986868411537,0.000160492570616045,"YMR315W","YMR315W"
"Q04894",0.000219038961718545,0.000262352281290945,"YMR318C","ADH6"
"Q04924",2.03927155015678e-05,1.74246103965197e-05,"YDR221W","GTB1"
"Q04934",4.28796803178574e-05,3.82977327917192e-05,"YDR229W","IVY1"
"Q04935",2.26204532095299e-05,2.0813708494602e-05,"YDR231C","COX20"
"Q04947",0.000755114898074215,0.000645745464870422,"YDR233C","RTN1"
"Q04951",2.72236201978431e-05,2.62859997639453e-05,"YMR305C","SCW10"
"Q04958",1.01201524875757e-05,9.99796906590126e-06,"YML059C","NTE1"
"Q04969",2.28114147223968e-05,1.76537944600785e-05,"YML055W","SPC2"
"Q04991",0.000115762975830955,9.56736658309381e-05,"YMR221C","FMP42"
"Q05016",0.000734529947007773,0.000900996238298471,"YMR226C","YMR226C"
"Q05021",1.58566500997755e-05,1.55866859959639e-05,"YMR227C","TAF7"
"Q05022",0.00046529471745774,0.000457646708831211,"YMR229C","RRP5"
"Q05024",9.37225562436976e-06,7.78606285202765e-06,"YMR233W","TRI1"
"Q05027",1.86092879511544e-05,2.13927263921413e-05,"YMR236W","TAF9"
"Q05029",4.2101001069883e-05,3.53344142740625e-05,"YMR237W","BCH1"
"Q05031",1.8227786404319e-05,1.61482247155973e-05,"YMR238W","DFG5"
"Q05040",2.0100593405541e-05,1.7842185452249e-05,"YMR029C","FAR8"
"Q05050",2.01448658637771e-05,2.24729240590564e-05,"YMR031C","EIS1"
"Q05080",9.61309842332499e-07,8.98265366972207e-07,"YMR032W","HOF1"
"Q05123",5.96915647547149e-05,4.64924096204015e-05,"YMR033W","ARP9"
"Q05166",5.18535840422645e-06,6.27393482963242e-06,"YDL088C","ASM4"
"Q05359",4.19479472074057e-05,3.88079693944543e-05,"YAR002C-A","ERP1"
"Q05468",1.01137420871168e-05,8.25173528642254e-06,"YDR333C","RQC1"
"Q05471",3.85952548324807e-06,3.81292835636071e-06,"YDR334W","SWR1"
"Q05498",6.33844797297523e-06,5.95330593023551e-06,"YDR339C","FCF1"
"Q05506",0.00125117475825626,0.00103400724688306,"YDR341C","YDR341C"
"Q05515",2.61946734120636e-05,2.56960470098184e-05,"YDR346C","SVF1"
"Q05518",4.40791452645788e-06,6.16874706656543e-06,"YDR348C","PAL1"
"Q05521",2.96615527864434e-05,2.65334636209571e-05,"YDR284C","DPP1"
"Q05541",1.83364589240384e-06,1.53522435603712e-06,"YDR288W","NSE3"
"Q05543",2.29032136754643e-05,1.82097487964193e-05,"YDR289C","RTT103"
"Q05549",3.32373412327584e-06,3.25884251382682e-06,"YDR291W","HRQ1"
"Q05567",5.20861367601569e-05,4.32465135201232e-05,"YDR294C","DPL1"
"Q05568",1.0925678905837e-06,1.17480973771152e-06,"YDR265W","PEX10"
"Q05580",2.28528694311307e-06,2.11582374908203e-06,"YDR266C","HEL2"
"Q05584",9.78674505073173e-06,9.86941813290677e-06,"YDR272W","GLO2"
"Q05635",2.1321311152036e-06,1.54970070074354e-06,"YDR279W","RNH202"
"Q05636",6.8283548779738e-05,9.5685248426016e-05,"YDR280W","RRP45"
"Q05648",4.36438172088808e-06,3.92412174425091e-06,"YDR282C","MRX10"
"Q05775",0.000262912330085102,0.000230370741292659,"YLR192C","HCR1"
"Q05778",3.43820307618735e-06,4.00372318641252e-06,"YLR199C","PBA1"
"Q05779",2.96943100623914e-05,2.68033608767509e-05,"YLR201C","COQ9"
"Q05785",3.03662925564958e-05,2.63066262364834e-05,"YLR206W","ENT2"
"Q05787",1.37569562117727e-05,1.50654611707723e-05,"YLR207W","HRD3"
"Q05788",3.78992194124474e-05,4.27967295238793e-05,"YLR209C","PNP1"
"Q05791",1.10106472653986e-05,1.20256517601878e-05,"YLR215C","CDC123"
"Q05812",1.94434273964932e-06,1.79510909274105e-06,"YLR219W","MSC3"
"Q05871",7.38841080240062e-07,7.40561091516075e-07,"YLR284C","ECI1"
"Q05874",1.79214579937469e-06,1.50554387243562e-06,"YLR285W","NNT1"
"Q05881",1.76543724761143e-05,1.41399223615588e-05,"YLR287C","YLR287C"
"Q05892",5.12750282010407e-06,4.8735678802242e-06,"YLR290C","COQ11"
"Q05900",8.73584686888654e-06,9.3360558407448e-06,"YLR298C","YHC1"
"Q05902",9.16955602161448e-06,7.62009097936145e-06,"YLR299W","ECM38"
"Q05905",0.000367055642953669,0.000310820638174654,"YLR301W","HRI1"
"Q05911",0.00200163362367131,0.00169275852871122,"YLR359W","ADE13"
"Q05926",3.87851779123859e-06,4.49097308967942e-06,"YLR364W","GRX8"
"Q05931",2.11393600797072e-05,1.8012996876387e-05,"YLR369W","SSQ1"
"Q05933",0.000100430904510888,7.37005495319445e-05,"YLR370C","ARC18"
"Q05934",1.58778942255681e-05,1.30408907433392e-05,"YLR373C","VID22"
"Q05946",1.02481177859589e-05,9.5915268033826e-06,"YLR222C","UTP13"
"Q05948",1.72151589512741e-05,1.72516735209239e-05,"YLR225C","YLR225C"
"Q05979",1.02656128600221e-05,1.07007854096598e-05,"YLR231C","BNA5"
"Q05998",2.88543704846657e-05,2.54013893710445e-05,"YLR237W","THI7"
"Q06005",1.78367909680752e-06,2.47430616353086e-06,"YLR239C","LIP2"
"Q06010",4.62129731521809e-05,3.93222364177457e-05,"YLR389C","STE23"
"Q06011",1.39481264247511e-05,1.23095049090025e-05,"YLR390W","ECM19"
"Q06053",2.65667041730935e-05,3.02855324380625e-05,"YLR401C","DUS3"
"Q06063",1.26259879060096e-05,1.09820172731579e-05,"YLR405W","DUS4"
"Q06078",2.56004908521939e-05,2.96899149021951e-05,"YLR409C","UTP21"
"Q06089",2.05004353790958e-05,2.15131666662484e-05,"YPR098C","YPR098C"
"Q06090",1.81677288206013e-05,1.91525169094205e-05,"YPR100W","MRPL51"
"Q06096",2.03037908609448e-05,1.93634090804245e-05,"YPR105C","COG4"
"Q06103",0.000216780595096736,0.000199085349724705,"YPR108W","RPN7"
"Q06104",4.80113573618079e-07,3.79064838451416e-07,"YPR109W","YPR109W"
"Q06106",2.11676836097491e-05,2.53078957656602e-05,"YPR112C","MRD1"
"Q06107",8.55181587089006e-06,6.68720530320427e-06,"YPR114W","YPR114W"
"Q06132",3.58675574588259e-05,2.94424599986689e-05,"YLR336C","SGD1"
"Q06137",1.21589698203139e-05,1.00691939269873e-05,"YLR345W","YLR345W"
"Q06142",0.000451303923115132,0.000332372517025633,"YLR347C","KAP95"
"Q06143",5.62657509632971e-05,4.86707551603926e-05,"YLR348C","DIC1"
"Q06146",2.54403283507431e-06,3.13516989822191e-06,"YLR257W","YLR257W"
"Q06147",9.96946640099595e-07,1.2730204755744e-06,"YLR260W","LCB5"
"Q06151",3.39857648316391e-05,3.85527097127612e-05,"YLR270W","DCS1"
"Q06156",1.06741423165076e-05,9.74251627150798e-06,"YLR272C","YCS4"
"Q06168",7.84783299630391e-07,5.29705562423711e-07,"YLR321C","SFH1"
"Q06169",3.9612450881096e-06,2.72753506235978e-06,"YLR324W","PEX30"
"Q06178",1.73677528443612e-05,1.70027265981277e-05,"YLR328W","NMA1"
"Q06179",1.58660552009548e-05,1.50867061482849e-05,"YLR454W","FMP27"
"Q06188",1.77550679122411e-06,1.59830371535086e-06,"YLR455W","YLR455W"
"Q06205",0.000154992026978965,0.000163026151455364,"YLR449W","FPR4"
"Q06211",1.0422279665411e-05,7.75053484518103e-06,"YPR164W","MMS1"
"Q06214",4.64173449264517e-06,4.60729021123499e-06,"YPR169W","JIP5"
"Q06217",1.36198716190832e-05,1.15833745754455e-05,"YLR275W","SMD2"
"Q06218",9.76546900274425e-05,8.89136402900618e-05,"YLR276C","DBP9"
"Q06224",1.06824934043194e-06,9.18239398097913e-07,"YLR277C","YSH1"
"Q06245",1.27025131127357e-05,1.07770816575799e-05,"YLR166C","SEC10"
"Q06252",1.05042998428793e-05,1.39860240285947e-05,"YLR179C","YLR179C"
"Q06263",3.07773606156848e-06,2.3236521859452e-06,"YLR181C","VTA1"
"Q06266",1.34101001024126e-06,1.45862493411757e-06,"YLR183C","TOS4"
"Q06287",4.50695921469104e-05,3.88342309044873e-05,"YLR186W","EMG1"
"Q06315",5.2579397448183e-06,5.06072648405433e-06,"YLR187W","SKG3"
"Q06328",1.63075497617572e-06,1.37492292120608e-06,"YDR352W","YPQ2"
"Q06336",1.83922580694638e-05,1.62233957245495e-05,"YDR358W","GGA1"
"Q06337",8.10549156173529e-06,6.99656709398765e-06,"YDR359C","EAF1"
"Q06338",3.60464943446774e-05,3.44893521894964e-05,"YDR361C","BCP1"
"Q06344",2.41956527714769e-05,2.16965527264128e-05,"YDR365C","ESF1"
"Q06346",3.34656962822871e-05,2.70646061771896e-05,"YDR367W","KEI1"
"Q06385",0.000109610424045761,8.60586482275814e-05,"YDR372C","VPS74"
"Q06405",4.16484989810331e-05,3.80795217359444e-05,"YDR377W","ATP17"
"Q06407",8.12605369878538e-07,7.26041590608354e-07,"YDR379W","RGA2"
"Q06408",5.13535788702837e-06,5.94807405233146e-06,"YDR380W","ARO10"
"Q06409",8.67261371869669e-06,8.29979546565795e-06,"YLR422W","YLR422W"
"Q06411",3.27307562409399e-06,2.48355285417481e-06,"YLR424W","SPP382"
"Q06412",3.99776131922615e-06,4.40271599695424e-06,"YLR425W","TUS1"
"Q06436",1.69928925198541e-07,1.55796823560347e-07,"YLR427W","MAG2"
"Q06440",3.79292591700893e-05,4.7333713546469e-05,"YLR429W","CRN1"
"Q06451",1.51351688326801e-06,1.31799603010835e-06,"YPR156C","TPO3"
"Q06488",2.18567668076552e-05,1.99318928954416e-05,"YLR357W","RSC2"
"Q06489",8.96336739197357e-05,8.06632931166484e-05,"YPR118W","MRI1"
"Q06493",7.96173184896346e-05,6.88240668609779e-05,"YPR125W","YLH47"
"Q06494",1.32099743063508e-05,1.20183981739084e-05,"YPR127W","YPR127W"
"Q06504",1.19935768454322e-05,1.13753650873076e-05,"YPR131C","NAT3"
"Q06505",4.84983836888752e-05,4.31694771157888e-05,"YPR133C","SPN1"
"Q06506",4.17588938822278e-05,4.18189510602121e-05,"YPR137W","RRP9"
"Q06508",3.55808180979296e-06,4.1039979785215e-06,"YPR139C","LOA1"
"Q06510",7.02722467400498e-06,6.23980910584566e-06,"YPR140W","TAZ1"
"Q06511",6.19394563073053e-05,5.10159548749913e-05,"YPR143W","RRP15"
"Q06512",2.25248813405958e-05,1.73162748626847e-05,"YPR144C","NOC4"
"Q06523",3.76757680358878e-05,4.44063103238745e-05,"YPR148C","YPR148C"
"Q06525",7.30440826416527e-06,7.20716587881416e-06,"YPR152C","URN1"
"Q06538",2.0280011172264e-05,1.66763284688686e-05,"YLR241W","CSC1"
"Q06554",7.59506102160568e-06,6.83104906222806e-06,"YLR247C","IRC20"
"Q06567",4.07315289890828e-06,4.65564733226269e-06,"YLR253W","MCP2"
"Q06580",5.34651143448872e-06,5.12916512089119e-06,"YPR188C","MLC2"
"Q06604",1.70880171219995e-06,1.40650223212436e-06,"YPR171W","BSP1"
"Q06616",4.20454828957142e-07,4.05542638417423e-07,"YPR174C","YPR174C"
"Q06624",5.52572114764539e-06,4.52801403598926e-06,"YPR180W","AOS1"
"Q06625",1.72710435602383e-05,1.42411629636203e-05,"YPR184W","GDB1"
"Q06629",2.16671050336421e-06,1.87581872254636e-06,"YDR295C","HDA2"
"Q06630",8.60705421748515e-06,9.37057315205027e-06,"YDR296W","MHR1"
"Q06631",5.3184520920414e-05,4.18909037501392e-05,"YDR299W","BFR2"
"Q06632",7.20055153302168e-06,8.2195834237174e-06,"YDR301W","CFT1"
"Q06639",3.49697994388191e-05,2.95877954430119e-05,"YDR303C","RSC3"
"Q06644",7.72826709665558e-06,7.20709946833291e-06,"YDR307W","PMT7"
"Q06651",1.39372782379782e-06,1.54617135248508e-06,"YDR313C","PIB1"
"Q06668",5.73478945232571e-06,5.31645484284044e-06,"YDR316W","OMS1"
"Q06671",1.16165173267751e-06,1.35793438208877e-06,"YLR431C","ATG23"
"Q06677",5.10074355234657e-06,5.49082553485088e-06,"YDR320C","SWA2"
"Q06678",9.09837792943874e-06,9.71218357026468e-06,"YDR322W","MRPL35"
"Q06679",4.86007838142913e-05,4.61376033016218e-05,"YDR324C","UTP4"
"Q06680",7.01152061051878e-06,6.25277733145796e-06,"YDR325W","YCG1"
"Q06681",2.88924226829063e-06,2.71864622257676e-06,"YDR326C","YSP2"
"Q06682",1.23484588245668e-05,1.05966728144503e-05,"YDR330W","UBX5"
"Q06685",6.72957220144688e-05,5.96056652466727e-05,"YLR410W","VIP1"
"Q06686",4.41373036983297e-06,3.33954499748481e-06,"YLR411W","CTR3"
"Q06688",6.49511498019112e-06,5.48803008891471e-06,"YLR412W","BER1"
"Q06689",6.08438308133498e-05,4.59869252251373e-05,"YLR413W","YLR413W"
"Q06696",7.33904286958819e-06,7.06581896190397e-06,"YLR417W","VPS36"
"Q06697",6.12455849217214e-05,5.1118251527705e-05,"YLR418C","CDC73"
"Q06698",3.51232223172322e-05,3.1337687784004e-05,"YLR419W","YLR419W"
"Q06704",2.51160235204033e-05,2.43490002864492e-05,"YLR309C","IMH1"
"Q06705",6.52032653593573e-05,5.85254950863292e-05,"YLR380W","CSR1"
"Q06706",0.000146389481611607,0.000120253524893166,"YLR384C","IKI3"
"Q06708",6.41472015213074e-05,5.42784598929712e-05,"YLR386W","VAC14"
"Q06709",2.26479113035969e-05,2.69376017160345e-05,"YLR387C","REH1"
"Q06817",3.20645212887481e-06,3.25297040423269e-06,"YPR081C","GRS2"
"Q06833",1.48861374823846e-05,1.25594008029003e-05,"YPR091C","YPR091C"
"Q06839",3.67809263597986e-05,3.50625598998017e-05,"YPR097W","YPR097W"
"Q06891",1.62484373994755e-05,1.25570141301635e-05,"R0030W","RAF1"
"Q06892",8.00685249943705e-05,9.70923359387952e-05,"YPL188W","POS5"
"Q06991",5.35395328382418e-05,4.4827869849077e-05,"YLR414C","PUN1"
"Q07349",7.20223820646406e-06,6.8503528056964e-06,"YDL027C","MRX9"
"Q07350",1.00595034720274e-06,1.11046453525661e-06,"YDL043C","PRP11"
"Q07362",4.57913389892405e-05,5.24206802341112e-05,"YDL053C","PBP4"
"Q07376",1.96248192521858e-05,1.59727310226012e-05,"YDL054C","MCH1"
"Q07379",5.07373528258897e-06,4.48748089723331e-06,"YDL057W","YDL057W"
"Q07381",3.12277984240569e-05,3.07343584852964e-05,"YDL060W","TSR1"
"Q07395",2.649576795634e-05,2.20491853678975e-05,"YDL063C","SYO1"
"Q07454",1.94280568786087e-06,1.83793183610595e-06,"YDL073W","YDL073W"
"Q07457",2.22190700888178e-05,1.7168034281582e-05,"YDL074C","BRE1"
"Q07468",1.07497698937859e-05,1.04866099187632e-05,"YDL077C","VAM6"
"Q07478",0.000245707116855098,0.000262855751041661,"YDL084W","SUB2"
"Q07500",1.23765563309062e-05,1.04279957684075e-05,"YDL085W","NDE2"
"Q07505",0.000111751680789944,0.00010683534812372,"YDL086W","YDL086W"
"Q07527",9.98563769089373e-05,8.40864229128759e-05,"YDL112W","TRM3"
"Q07528",2.04132611730486e-06,1.72656165201443e-06,"YDL113C","ATG20"
"Q07533",7.87510027946645e-07,6.37972253901023e-07,"YDL117W","CYK3"
"Q07534",2.73316072477699e-06,2.39530545557686e-06,"YDL119C","HEM25"
"Q07551",4.50549668985142e-05,4.56912217863156e-05,"YDL124W","YDL124W"
"Q07589",3.03832412326262e-05,2.79941738709587e-05,"YDL144C","YDL144C"
"Q07622",4.44686760666046e-06,4.65599139229661e-06,"YDL203C","ACK1"
"Q07623",2.56036496086571e-05,2.541864408374e-05,"YDL213C","NOP6"
"Q07648",5.37868779645864e-05,5.17482784661329e-05,"YDL219W","DTD1"
"Q07651",1.49656741404124e-05,1.128903130403e-05,"YDL222C","FMP45"
"Q07657",4.84726684242929e-05,6.62386490625952e-05,"YDL225W","SHS1"
"Q07688",3.36749343760123e-05,2.53529255327322e-05,"YDL235C","YPD1"
"Q07716",2.08018587822432e-05,2.01225723069468e-05,"YDL237W","AIM6"
"Q07794",2.75076653742183e-06,2.45934563899149e-06,"YLL002W","RTT109"
"Q07799",5.57073385965778e-06,4.44158149190292e-06,"YLL007C","YLL007C"
"Q07800",2.84988705240696e-06,2.09458530271732e-06,"YLL010C","PSR1"
"Q07804",3.57685936540495e-06,2.9944623240537e-06,"YLL012W","YEH1"
"Q07807",8.46781149272379e-05,6.30134389839516e-05,"YLL013C","PUF3"
"Q07821",8.1129472831312e-06,7.60492777444243e-06,"YLL027W","ISA1"
"Q07825",3.10448109883213e-05,3.40233519584686e-05,"YLL029W","FRA1"
"Q07830",5.386100302132e-06,4.85938427105306e-06,"YLL031C","GPI13"
"Q07834",4.97031071948536e-06,4.05194650406798e-06,"YLL032C","YLL032C"
"Q07844",5.78543404270844e-05,6.25018347123358e-05,"YLL034C","RIX7"
"Q07845",2.45676137071975e-06,2.47139035568525e-06,"YLL035W","GRC3"
"Q07878",6.76600259931591e-05,6.83560583901997e-05,"YLL040C","VPS13"
"Q07895",5.30892869339018e-06,4.1328886629997e-06,"YLR001C","YLR001C"
"Q07896",1.86814774758969e-05,1.31828077081596e-05,"YLR002C","NOC3"
"Q07897",1.30471674583015e-05,1.23120865794146e-05,"YLR003C","CMS1"
"Q07914",3.23247907263208e-05,3.48961941308914e-05,"YLR008C","PAM18"
"Q07915",0.000189238116299789,0.000168278133522331,"YLR009W","RLP24"
"Q07938",7.62182303888353e-05,0.000100646617280444,"YLR017W","MEU1"
"Q07953",3.27967225024089e-05,2.93186109030143e-05,"YLR022C","SDO1"
"Q07979",8.61828274351478e-05,0.000100875137794669,"YLR033W","RSC58"
